Id,End,ImageUrl,Instructors,Name,Platform,Start,Stream,Url
"7","2012-06-03","http://lh4.ggpht.com/NmHgq22XI-4hx0OwvnB3pljTTTqM-D-vUzK-w1araZg4lmziVamkX-Lr4Sq4SQ35bEnKNxh331BWHSfZHkkw","Sebastian Thrun;David Evans","CS101 - Intro to Computer Science: Building a Search Engine","Udacity","2012-04-16","Computer Science","http://www.udacity.com/overview/Course/cs101"
"47","2012-12-09","*","Jeremy Adelman","A History of the World since 1300","Coursera","2012-09-17","Humanities and Social Sciences","https://www.coursera.org/course/wh1300"
"69","2012-08-12","http://lh3.ggpht.com/ODg_QbKR_sjKmqxRfU860rusnA5DLdFrXVpmiGhnpDUuHB7w9_7Ydb4wqz-TwYYEEOTl-vgKRWtV4a9RmnE","Wes Weimer","CS262 - Programming Languages: Building a Web Browser","Udacity","2012-06-28","Computer Science","http://www.udacity.com/overview/Course/cs262"
"8","2012-06-03","http://www.udacity.com/media/img/pages/courses/CS373-featured.png","Sebastian Thrun","CS373 - Artificial Intelligence: Programming a Robotic Car","Udacity","2012-04-16","Computer Science","http://www.udacity.com/overview/Course/cs373"
"62","2012-08-12","http://lh3.ggpht.com/iDD5AbYQX0US4VM0yPmRXOEyzdm2L8Gm1lABA1GfIpMnuiEU9V5_Ld_L7LkrJnQiyaIDbvP9zNaijS3VvsOT","Michael Littman;Job Evers","CS215 - Algorithms: Crunching Social Networks ","Udacity","2012-06-28","Computer Science","http://www.udacity.com/overview/Course/cs215"
"54","2012-11-11","*","Scott E Page","Model Thinking","Coursera","2012-09-03","Complex Systems","https://www.coursera.org/course/modelthinking"
"32","2012-10-07","*","Dan Boneh","Cryptography","Coursera","2012-08-27","Computer Science","https://www.coursera.org/course/crypto"
"56","2013-03-10","*","Robert Sedgewick","Analytic Combinatorics, Part I","Coursera","2013-02-04","Mathematics and Statistics","https://www.coursera.org/course/introACpartI"
"44","2012-10-14","*","Andrew Conway","Statistics One","Coursera","2012-09-03","Mathematics and Statistics","https://www.coursera.org/course/stats1"
"39","2012-09-09","*","Carol Muller","Listening to World Music","Coursera","2012-07-23","Humanities and Social Sciences","https://www.coursera.org/course/worldmusic"
"10","2012-06-03","http://lh3.ggpht.com/ODg_QbKR_sjKmqxRfU860rusnA5DLdFrXVpmiGhnpDUuHB7w9_7Ydb4wqz-TwYYEEOTl-vgKRWtV4a9RmnE","Wes Weimer","CS262 - Programming Languages: Building a Web Browser","Udacity","2012-04-16","Computer Science","http://www.udacity.com/overview/Course/cs262"
"31","2012-07-22","*","Tim Roughgarden","Design and Analysis of Algorithms I","Coursera","2012-06-11","Computer Science","https://www.coursera.org/course/algo"
"58","2012-08-12","http://lh3.ggpht.com/2MATQCkN-0lXJ07VO2mLf1iZi-OxjL60BN3IpJ1qvokNs3FKGbbrFem3Q9m8sOE_P6iH-_9z7DHFkT0M9ek","Andy Brown;Jonathan Burket","PH100 - Intro to Physics: Landmarks in Physics","Udacity","2012-06-25","Physics","http://www.udacity.com/overview/Course/ph100"
"3","2012-06-03","http://lh3.ggpht.com/_KfXMQlaM0fNl4cRzOeh8RiNdvEwgEwx3ZW4tryBUypXXUI2r4_SSbwPFjM70NGUB2L-n2TY1x-qmBikCQ","Steve Huffman","CS253 - Web Application Engineering: Building a Blog","Udacity","2012-04-16","Computer Science","http://www.udacity.com/overview/Course/cs253"
"65","2012-09-16","*","Kevin Werbach","Gamification","Coursera","2012-08-06","Economics, Finance, and Business","https://www.coursera.org/course/gamification"
"38","2012-09-30","*","Eric Rabkin","Fantasy and Science Fiction: The Human Mind, Our Modern World","Coursera","2012-07-23","Humanities and Social Sciences","https://www.coursera.org/course/fantasysf"
"2","2012-06-10","*","Michael Genesereth","Introduction to Logic","Coursera","2012-04-23","Computer Science","https://www.coursera.org/course/intrologic"
"21","2012-03-25","*","Armando Fox;David Patterson","Software Engineering for SaaS","Coursera","2012-02-20","Computer Science","https://www.coursera.org/course/saas"
"40","2012-08-26","*","Benjamin Abella","Cardiac Arrest, Hypothermia, and Resuscitation Science","Coursera","2012-07-23","Healthcare, Medicine, and Biology","https://www.coursera.org/course/cardiacarrest"
"14","2012-07-01","*","Alex Aiken","Compilers","Coursera","2012-04-23","Computer Science","https://www.coursera.org/course/compilers"
"55","2012-12-16","*","Robert Sedgewick;Kevin Wayne","Algorithms, Part II","Coursera","2012-11-05","Computer Science","https://www.coursera.org/course/algs4partII"
"18","2011-12-14","*","Andrew Ng","Introduction to Machine Learning","Coursera","2011-11-01","Computer Science","https://www.coursera.org/course/ml"
"25","2012-05-06","*","Chris Manning;Dan Jurafsky","Natural Language Processing","Coursera","2012-03-12","Computer Science","https://www.coursera.org/course/nlp"
"12","2012-06-03","*","Nick Parlante","Computer Science (CS101)","Coursera","2012-04-23","Computer Science","https://www.coursera.org/course/cs101"
"9","2012-06-03","http://lh6.ggpht.com/DwG6Oe7gOPCZsLGCyWGBFl9rKGjgbq4_g1UzUj6YpmrV9Y9MGU6uvsKY_FDVaZ22RLk1wyHsvqJ7TkAu-Q","Peter Norvig","CS212 - The Design of Computer Programs: Programming Principles","Udacity","2012-04-16","Computer Science","http://www.udacity.com/overview/Course/cs212"
"53","2012-11-11","*","Silvio Savarese;Fei-Fei Li","Computer Vision: From 3D Reconstruction to Visual Recognition","Coursera","2012-09-03","Computer Science","https://www.coursera.org/course/computervision"
"52","2012-11-11","*","Michael Kearns","Networked Life","Coursera","2012-09-03","Society, Networks and Information","https://www.coursera.org/course/networks"
"27","2012-05-06","*","Tim Roughgarden","Design and Analysis of Algorithms I","Coursera","2012-03-12","Computer Science","https://www.coursera.org/course/algo"
"4","2012-06-17","https://lh3.googleusercontent.com/-_MarIsxMmmI/T1_y4zO4kMI/AAAAAAAASiA/g-yRXBvIEug/s754/stanford.banner.jpg","Chuck Eesley","Technology Entrepreneurship","Individual","2012-04-16","Entrepreneurship","http://eesley.blogspot.com/"
"26","2012-06-13","*","Dan Boneh","Cryptography","Coursera","2012-03-12","Computer Science","https://www.coursera.org/course/crypto"
"13","2012-07-01","*","Jitendra Malik","Computer Vision: The Fundamentals","Coursera","2012-04-23","Computer Science","https://www.coursera.org/course/vision"
"16","2012-06-24","*","Armando Fox;David Patterson","Software Engineering for SaaS","Coursera","2012-05-18","Computer Science","https://www.coursera.org/course/saas"
"72","2012-08-12","http://lh6.ggpht.com/nR8FQ_pMEj_4MCFG1knZgCSIfnTiDXNI4rsSaDIXZU-0tRI2ikOpILXG1ivcadj7GamLlqZTvMJa_PbRuzg7","David Evans","CS387 - Applied Cryptography: Science of Secrets","Udacity","2012-06-25","Computer Science","http://www.udacity.com/overview/Course/cs387"
"45","2012-10-07","*","J. Alex Halderman","Securing Digital Democracy","Coursera","2012-09-03","Society, Networks and Information","https://www.coursera.org/course/digitaldemocracy"
"41","2013-02-10","*","Roy Hamilton","Basic Behavioral Neurology","Coursera","2013-01-07","Healthcare, Medicine, and Biology","https://www.coursera.org/course/neurobehavior"
"17","2012-07-08","*","Scott Klemmer","Human-Computer Interaction","Coursera","2012-05-28","Computer Science","https://www.coursera.org/course/hci"
"6","2012-06-06","*","Daphne Koller","Probabilistic Graphical Models","Coursera","2012-03-09","Computer Science","https://www.coursera.org/course/pgm"
"66","2013-03-03","*","Jonathan D. Moreno","Neuroethics","Coursera","2013-01-07","Healthcare, Medicine, and Biology","https://www.coursera.org/course/neuroethics"
"63","2012-08-19","*","Armando Fox;David Patterson","Software Engineering for SaaS","Coursera","2012-07-13","Computer Science","https://www.coursera.org/course/saas"
"46","2012-11-25","*","Mung Chiang","Networks: Friends, Money, and Bytes","Coursera","2012-09-17","Society, Networks and Information","https://www.coursera.org/course/friendsmoneybytes"
"50","2012-10-28","*","Lada Adamic","Social Network Analysis","Coursera","2012-09-03","Society, Networks and Information","https://www.coursera.org/course/sna"
"36","2012-09-09","*","Charles Severance","Internet History, Technology, and Security","Coursera","2012-07-23","Society, Networks and Information","https://www.coursera.org/course/insidetheinternet"
"59","2012-08-12","http://www.udacity.com/media/img/pages/courses/MA101-featured.png","Sebastian Thrun;Adam Sherwin","ST101 - Introduction to Statistics: Making Decisions Based on Data","Udacity","2012-06-25","Mathematics and Statistics","http://www.udacity.com/overview/Course/st101"
"71","2012-08-12","http://www.udacity.com/media/img/pages/courses/CS373-featured.png","Sebastian Thrun","CS373 - Artificial Intelligence: Programming a Robotic Car","Udacity","2012-06-25","Computer Science","http://www.udacity.com/overview/Course/cs373"
"20","2011-12-07","http://www.db-class.org/course/assets/berry/img/cs145-landing.png","Jennifer Widom","Introduction to Databases","Coursera","2011-11-01","Computer Science","http://www.db-class.org/"
"19","2011-12-14","https://www.ai-class.com/media/img/ai_header_thin1.jpg","Sebastian Thrun;Peter Norvig","Introduction to Artificial Intelligence","Udacity","2011-11-01","Computer Science","https://www.ai-class.com/"
"73","2012-09-16","http://work.caltech.edu/images1/banner.png","Yaser Abu-Mostafa","Learning from Data","Caltech","2012-07-10","Computer Science","http://work.caltech.edu/telecourse.html"
"61","2012-08-12","http://www.udacity.com/media/img/pages/courses/CS258-featured.png","John Regehr;Sean Bennett","CS258 - Software Testing: How to Make Software Fail","Udacity","2012-06-28","Computer Science","http://www.udacity.com/overview/Course/cs258"
"33","2012-08-19","*","Ezekiel Emanuel","Health Policy and the Affordable Care Act","Coursera","2012-06-25","Economics, Finance, and Business","https://www.coursera.org/course/healthpolicy"
"34","2012-07-29","*","Paul Offit","Vaccines","Coursera","2012-06-25","Healthcare, Medicine, and Biology","https://www.coursera.org/course/vaccines"
"35","2012-09-02","*","Emma Meagher","Fundamentals of Pharmacology","Coursera","2012-06-25","Healthcare, Medicine, and Biology","https://www.coursera.org/course/pharm101"
"42","2012-11-17","*","Robert Ghrist","Calculus: Single Variable","Coursera","2012-08-27","Mathematics and Statistics","https://www.coursera.org/course/calcsing"
"1","2012-07-01","*","Andrew Ng","Introduction to Machine Learning","Coursera","2012-04-23","Computer Science","https://www.coursera.org/course/ml"
"49","2012-11-11","*","David Wentzlaff","Computer Architecture","Coursera","2012-09-03","Computer Science","https://www.coursera.org/course/comparch"
"37","2012-09-30","*","Gautam Kaul","Introduction to Finance","Coursera","2012-07-23","Economics, Finance, and Business","https://www.coursera.org/course/introfinance"
"51","2012-11-11","*","Peter Struck","Greek and Roman Mythology","Coursera","2012-09-03","Humanities and Social Sciences","https://www.coursera.org/course/mythology"
"64","2012-09-09","*","Umesh Vazirani","Quantum Mechanics and Quantum Computation","Coursera","2012-07-17","Mathematics and Statistics","https://www.coursera.org/course/qcomp"
"43","2012-09-23","*","Robert Sedgewick;Kevin Wayne","Algorithms, Part I","Coursera","2012-08-13","Computer Science","https://www.coursera.org/course/algs4partI"
"5","2012-06-10","https://6002x.mitx.mit.edu/static/images/marketing/course-bg-small.jpg","Anant Agarwal;Gerald Sussman;Piotr Mitros","6.002x - Circuits and Electronics","MITx","2012-03-05","Electrical Engineering","https://6002x.mitx.mit.edu/"
"22","2012-06-01","*","Scott E Page","Model Thinking","Coursera","2012-02-20","Complex Systems","https://www.coursera.org/course/modelthinking"
"68","2012-08-12","http://lh3.ggpht.com/_KfXMQlaM0fNl4cRzOeh8RiNdvEwgEwx3ZW4tryBUypXXUI2r4_SSbwPFjM70NGUB2L-n2TY1x-qmBikCQ","Steve Huffman","CS253 - Web Application Engineering: Building a Blog","Udacity","2012-06-28","Computer Science","http://www.udacity.com/overview/Course/cs253"
"29","2012-05-27","http://work.caltech.edu/images1/banner.png","Yaser Abu-Mostafa","Learning from Data","Caltech","2012-04-03","Computer Science","http://work.caltech.edu/telecourse.html"
"24","2012-04-08","http://lh4.ggpht.com/NmHgq22XI-4hx0OwvnB3pljTTTqM-D-vUzK-w1araZg4lmziVamkX-Lr4Sq4SQ35bEnKNxh331BWHSfZHkkw","Sebastian Thrun;David Evans","CS101 - Intro to Computer Science: Building a Search Engine","Udacity","2012-02-20","Computer Science","http://www.udacity.com/overview/Course/cs101"
"23","2012-04-08","http://www.udacity.com/media/img/pages/courses/CS373-featured.png","Sebastian Thrun","CS373 - Artificial Intelligence: Programming a Robotic Car","Udacity","2012-02-20","Computer Science","http://www.udacity.com/overview/Course/cs373"
"30","2013-03-24","*","Mitchell Duneier","Introduction to Sociology","Coursera","2013-02-04","Humanities and Social Sciences","https://www.coursera.org/course/soc101"
"15","2012-06-03","*","Jeffrey D. Ullman","Automata Theory","Coursera","2012-04-23","Computer Science","https://www.coursera.org/course/automata"
"28","2012-05-06","*","Matthew Jackson;Yoav Shoham","Game Theory","Coursera","2012-03-19","Computer Science","https://www.coursera.org/course/gametheory"
"67","2012-08-12","http://lh4.ggpht.com/NmHgq22XI-4hx0OwvnB3pljTTTqM-D-vUzK-w1araZg4lmziVamkX-Lr4Sq4SQ35bEnKNxh331BWHSfZHkkw","Sebastian Thrun;David Evans","CS101 - Intro to Computer Science: Building a Search Engine","Udacity","2012-06-25","Computer Science","http://www.udacity.com/overview/Course/cs101"
"11","2012-06-03","http://lh6.ggpht.com/nR8FQ_pMEj_4MCFG1knZgCSIfnTiDXNI4rsSaDIXZU-0tRI2ikOpILXG1ivcadj7GamLlqZTvMJa_PbRuzg7","David Evans","CS387 - Applied Cryptography: Science of Secrets","Udacity","2012-04-16","Computer Science","http://www.udacity.com/overview/Course/cs387"
"57","2013-04-14","*","Robert Sedgewick","Analytic Combinatorics, Part II","Coursera","2013-03-11","Mathematics and Statistics","https://www.coursera.org/course/introACpartII"
"60","2012-08-12","http://lh5.ggpht.com/9icaEV4GCadA7DTvoKgJwpseAXx4F0ZD0LrOwMyjnzhCRXEYvR0Ce2csqUIvEj36bUGFElUnSiKMEDSm2OQ","Jonathan Farley;Sarah Norell","CS221 - Logic & Discrete Mathematics: Foundations of Computing","Udacity","2012-06-28","Mathematics and Statistics","http://www.udacity.com/overview/Course/cs221"
"48","2012-11-18","*","Al Filreis","Modern & Contemporary American Poetry","Coursera","2012-09-10","Humanities and Social Sciences","https://www.coursera.org/course/modernpoetry"
"70","2012-08-12","http://lh6.ggpht.com/DwG6Oe7gOPCZsLGCyWGBFl9rKGjgbq4_g1UzUj6YpmrV9Y9MGU6uvsKY_FDVaZ22RLk1wyHsvqJ7TkAu-Q","Peter Norvig","CS212 - The Design of Computer Programs: Programming Principles","Udacity","2012-06-28","Computer Science","http://www.udacity.com/overview/Course/cs212"
"74","2012-11-18","*","Roger Coke Barr","Bioelectricity: A Quantitative Approach","Coursera","2012-09-24","Biology and Life Sciences","https://www.coursera.org/course/bioelectricity"
"75","2012-12-09","*","Henry A. Lester","Drugs and the Brain","Coursera","2012-11-05","Biology and Life Sciences","https://www.coursera.org/course/drugsandbrain"
"76","2013-04-14","*","Emma Jakoi;Jennifer Carbrey","Introductory Human Physiology","Coursera","2013-01-23","Biology and Life Sciences","https://www.coursera.org/course/humanphysio"
"77","2013-03-03","*","Charles Cockell","Astrobiology and the Search for Extraterrestrial Life","Coursera","2013-01-28","Biology and Life Sciences","https://www.coursera.org/course/astrobio"
"78","2013-03-03","*","Celine Caquineau;Mayank Dutia","Critical Thinking in Global Challenges","Coursera","2013-01-28","Biology and Life Sciences","https://www.coursera.org/course/criticalthinking"
"79","2013-05-19","*","Leonard E. White","Medical Neuroscience","Coursera","2013-03-25","Biology and Life Sciences","https://www.coursera.org/course/medicalneuro"
"80","2013-08-04","*","Mohamed Noor","Introduction to Genetics and Evolution","Coursera","2013-06-03","Biology and Life Sciences","https://www.coursera.org/course/geneticsevolution"
"81","2013-08-04","*","John Hogenesch;John Isaac Murray","Introduction to Genome Science","Coursera","2013-06-03","Biology and Life Sciences","https://www.coursera.org/course/genomescience"
"82","2012-11-04","*","Christian Terwiesch","An Introduction to Operations Management","Coursera","2012-09-24","Economics, Finance, and Business","https://www.coursera.org/course/operations"
"83","2013-03-03","*","Edward D. Hess","Grow to Greatness: Smart Growth for Private Businesses, Part I","Coursera","2013-01-28","Economics, Finance, and Business","https://www.coursera.org/course/growtogreatness"
"84","2013-07-14","*","Bob Barnes;Marilyn M. Lombardi","Healthcare Innovation and Entrepreneurship","Coursera","2013-06-03","Economics, Finance, and Business","https://www.coursera.org/course/healthcareinnovation"
"85","2012-10-28","*","Andrew Ng","Machine Learning","Coursera","2012-08-20","Computer Science","https://www.coursera.org/course/ml"
"86","2012-11-11","*","Geoffrey Hinton","Neural Networks for Machine Learning","Coursera","2012-09-17","Computer Science","https://www.coursera.org/course/neuralnets"
"87","2012-12-09","*","Daphne Koller","Probabilistic Graphical Models","Coursera","2012-09-24","Computer Science","https://www.coursera.org/course/pgm"
"88","2013-03-03","*","Gerhard Wickler;Austin Tate","Artificial Intelligence Planning","Coursera","2013-01-28","Computer Science","https://www.coursera.org/course/aiplan"
"89","2013-07-28","*","Magnus Egerstedt","Control of Mobile Robots","Coursera","2013-06-03","Computer Science","https://www.coursera.org/course/conrob"
"90","2013-07-28","*","Irfan Essa","Computational Photography","Coursera","2013-06-03","Computer Science","https://www.coursera.org/course/compphoto"
"91","2013-07-28","*","Dan Jurafsky;Christopher Manning","Natural Language Processing","Coursera","2013-06-03","Computer Science","https://www.coursera.org/course/nlp"
"92","2013-07-28","*","Jitendra Malik","Computer Vision: The Fundamentals","Coursera","2013-06-03","Computer Science","https://www.coursera.org/course/vision"
"93","2012-11-04","*","Martin Odersky","Functional Programming Principles in Scala","Coursera","2012-09-18","Computer Science","https://www.coursera.org/course/progfun"
"94","2012-11-04","*","Wen-mei W. Hwu","Heterogeneous Parallel Programming","Coursera","2012-09-24","Computer Science","https://www.coursera.org/course/hetero"
"95","2012-11-11","*","Jennifer Campbell;Paul Gries","Learn to Program: The Fundamentals","Coursera","2012-09-24","Computer Science","https://www.coursera.org/course/programming1"
"96","2012-10-28","*","Scott Klemmer","Human-Computer Interaction","Coursera","2012-09-24","Computer Science","https://www.coursera.org/course/hci"
"97","2012-12-09","*","Joe Warren;Scott Rixner;John Greiner;Stephen Wong","An Introduction to Interactive Programming in Python","Coursera","2012-10-15","Computer Science","https://www.coursera.org/course/interactivepython"
"98","2013-03-10","*","Alex Aiken","Compilers","Coursera","2013-01-01","Computer Science","https://www.coursera.org/course/compilers"
"99","2013-08-04","*","Lawrence Angrave","Creative, Serious and Playful Science of Android Apps","Coursera","2013-06-03","Computer Science","https://www.coursera.org/course/androidapps101"
"100","2013-02-24","*","Enseignant: Sera communiqué ultérieurement","Introduction à la Programmation Objet (in French)","Coursera","2013-01-01","Computer Science","https://www.coursera.org/course/java-fr"
"101","2013-02-03","*","Jennifer Campbell;Paul Gries","Learn to Program: Crafting Quality Code","Coursera","2013-01-01","Computer Science","https://www.coursera.org/course/programming2"
"102","2013-02-10","*","Nick Parlante","Computer Science 101","Coursera","2013-01-01","Computer Science","https://www.coursera.org/course/cs101"
"103","2013-03-03","*","Dan Boneh","Cryptography II","Coursera","2013-01-21","Computer Science","https://www.coursera.org/course/crypto2"
"104","2013-02-10","*","Barbara Endicott-Popovsky","Information Security and Risk Management in Context","Coursera","2013-01-01","Computer Science","https://www.coursera.org/course/inforiskman"
"105","2013-03-10","*","Rob A. Rutenbar","VLSI CAD: Logic to Layout","Coursera","2013-01-01","Computer Science","https://www.coursera.org/course/vlsicad"
"106","2012-11-11","*","Michael Genesereth","Introduction to Logic","Coursera","2012-09-24","Computer Science","https://www.coursera.org/course/intrologic"
"107","2013-02-17","*","Matthew O. Jackson;Yoav Shoham","Game Theory","Coursera","2013-01-01","Computer Science","https://www.coursera.org/course/gametheory"
"108","2013-02-10","*","Jeffrey Ullman","Automata","Coursera","2013-01-01","Computer Science","https://www.coursera.org/course/automata"
"109","2012-11-11","*","Tim Roughgarden","Algorithms: Design and Analysis, Part 2","Coursera","2012-10-01","Computer Science","https://www.coursera.org/course/algo2"
"110","2013-02-10","*","Jose J. Vazquez-Cognet","Microeconomics Principles","Coursera","2013-01-01","Economics, Finance, and Business","https://www.coursera.org/course/microecon"
"111","2013-02-10","*","Tucker Balch","Computational Investing, Part I","Coursera","2013-01-01","Economics, Finance, and Business","https://www.coursera.org/course/compinvesting1"
"112","2013-05-05","*","Dan Ariely","A Beginner's Guide to Irrational Behavior","Coursera","2013-03-25","Economics, Finance, and Business","https://www.coursera.org/course/behavioralecon"
"113","2013-03-17","*","Antonio Rangel","Principles of Economics for Scientists","Coursera","2013-01-07","Economics, Finance, and Business","https://www.coursera.org/course/econ1scientists"
"114","2012-10-28","*","Kevin Frick","Principles of Obesity Economics","Coursera","2012-10-01","Economics, Finance, and Business","https://www.coursera.org/course/obesityecon"
"115","2013-07-07","*","Fatimah Wirth","Fundamentals of Online Education: Planning and Application","Coursera","2013-06-03","Education","https://www.coursera.org/course/foe"
"116","2013-03-24","*","Jean-Paul Restoule","Aboriginal Worldviews and Education","Coursera","2013-02-25","Education","https://www.coursera.org/course/aboriginaled"
"117","2013-02-10","*","Jeremy Knox;Sian Bayne;Hamish Macleod;Jen Ross;Christine Sinclair","E-learning and Digital Cultures","Coursera","2013-01-07","Education","https://www.coursera.org/course/edc"
"118","2013-07-28","*","Vicki Colvin;Daniel Mittleman","Nanotechnology: The Basics","Coursera","2013-06-03","Electrical and Materials Engineering","https://www.coursera.org/course/nanotech"
"119","2013-09-08","*","Don H. Johnson","Fundamentals of Electrical Engineering","Coursera","2013-06-03","Electrical and Materials Engineering","https://www.coursera.org/course/eefun"
"120","2013-03-31","*","Paolo Prandoni;Martin Vetterli","Digital Signal Processing","Coursera","2013-02-04","Electrical and Materials Engineering","https://www.coursera.org/course/dsp"
"121","2013-07-28","*","Philip Zelikow","The Modern World: Global History since 1760","Coursera","2013-06-03","Humanities and Social Sciences","https://www.coursera.org/course/modernworld"
"122","2013-07-28","*","Mitchell Green","Know Thyself","Coursera","2013-06-03","Humanities and Social Sciences","https://www.coursera.org/course/knowthyself"
"123","2013-03-17","*","Dave Ward;Duncan Pritchard;Michela Massimi;Suilin Lavelle;Matthew Chrisman;Allan Hazlett;Alasdair Richmond","Introduction to Philosophy","Coursera","2013-01-28","Humanities and Social Sciences","https://www.coursera.org/course/introphil"
"124","2013-02-17","*","Walter Sinnott-Armstrong;Ram Neta","Think Again: How to Reason and Argue","Coursera","2012-11-26","Humanities and Social Sciences","https://www.coursera.org/course/thinkagain"
"125","2012-12-16","*","Karl T. Ulrich","Design: Creation of Artifacts in Society","Coursera","2012-10-22","Information, Technology, and Design","https://www.coursera.org/course/design"
"126","2012-11-04","*","Keith Devlin","Introduction to Mathematical Thinking","Coursera","2012-09-17","Mathematics and Statistics","https://www.coursera.org/course/maththink"
"127","2013-07-28","*","J. Nathan Kutz","Scientific Computing","Coursera","2013-06-03","Mathematics and Statistics","https://www.coursera.org/course/scientificcomp"
"128","2013-03-17","*","Jeff Leek","Data Analysis","Coursera","2013-01-22","Mathematics and Statistics","https://www.coursera.org/course/dataanalysis"
"129","2013-11-11","*","Brian Caffo","Mathematical Biostatistics Bootcamp","Coursera","2013-09-24","Mathematics and Statistics","https://www.coursera.org/course/biostats"
"130","2013-10-21","*","Roger D. Peng","Computing for Data Analysis","Coursera","2013-09-24","Mathematics and Statistics","https://www.coursera.org/course/compdata"
,,,,,,,,
